gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
Sf3b3,1415985_at,0.00206370738882739,0.0176579903136983,24,3.5,202.35628310606
Klf16,1416350_at,0.00206370738882739,0.0176579903136983,24,12,2.68700576850887
Kcnab2,1416956_at,0.00206370738882739,0.0176579903136983,24,17,0.919238815542515
Chuk,1417091_at,0.00206370738882739,0.0176579903136983,24,9,1892.18239111614
Gm9234///Ppia,1417451_a_at,0.00206370738882739,0.0176579903136983,24,19,9590.84282662375
Slc35a1,1417538_at,0.00206370738882739,0.0176579903136983,24,20,173.912912832831
Mark3,1418316_a_at,0.00206370738882739,0.0176579903136983,24,7,495.787919628948
Mlxipl,1419185_a_at,0.00206370738882739,0.0176579903136983,24,2.5,3729.68775037703
LOC100041483///Tcl1b3,1420570_x_at,0.00206370738882739,0.0176579903136983,24,12.5,177.200959365349
Il2ra,1420691_at,0.00206370738882739,0.0176579903136983,24,15,1.20208152801713
Vmp1,1421491_a_at,0.00206370738882739,0.0176579903136983,24,21,1803.33442406005
Adam17,1421859_at,0.00206370738882739,0.0176579903136983,24,21,95.5654814773619
Extl2,1422538_at,0.00206370738882739,0.0176579903136983,24,1,283.231621204271
L3hypdh,1424692_at,0.00206370738882739,0.0176579903136983,24,14,438.582981030957
Lactb2,1425140_at,0.00206370738882739,0.0176579903136983,24,21,9722.29397724632
Sema3f,1425840_a_at,0.00206370738882739,0.0176579903136983,24,16.5,0.353553390593274
Kdm1a,1426762_s_at,0.00206370738882739,0.0176579903136983,24,4,243.38615408441
Igh-VJ558,1427852_x_at,0.00206370738882739,0.0176579903136983,24,15,0.388908729652607
Slitrk1,1428089_at,0.00206370738882739,0.0176579903136983,24,15,0.777817459305203
Specc1,1428794_at,0.00206370738882739,0.0176579903136983,24,15,1.34350288425443
Trim35,1429494_at,0.00206370738882739,0.0176579903136983,24,15,0.91923881554251
1700019M22Rik,1429513_at,0.00206370738882739,0.0176579903136983,24,15,2.05060966544098
Dnajc22,1429773_at,0.00206370738882739,0.0176579903136983,24,14,805.465334449596
Chrna9,1430086_at,0.00206370738882739,0.0176579903136983,24,17,3.14662517628014
2310079F09Rik,1433201_at,0.00206370738882739,0.0176579903136983,24,16.5,0.49497474683058
Aqr,1433497_at,0.00206370738882739,0.0176579903136983,24,1.5,303.649329511033
Ctso,1433501_at,0.00206370738882739,0.0176579903136983,24,14,708.750804452807
Zfp367,1433623_at,0.00206370738882739,0.0176579903136983,24,6,366.670221384284
Fchsd2,1434260_at,0.00206370738882739,0.0176579903136983,24,9,440.651268365927
Sppl2b,1434658_at,0.00206370738882739,0.0176579903136983,24,23,37.6180807591243
Wdr26,1435478_at,0.00206370738882739,0.0176579903136983,24,6.5,1005.89475157692
Slc25a44,1436909_at,0.00206370738882739,0.0176579903136983,24,19,378.231417256684
Eif5a,1437859_x_at,0.00206370738882739,0.0176579903136983,24,20,2247.78639137486
Abcc12,1439985_at,0.00206370738882739,0.0176579903136983,24,12,4.24264068711929
D3Ertd229e,1441147_at,0.00206370738882739,0.0176579903136983,24,14.5,1.59099025766973
Prrg1,1441441_at,0.00206370738882739,0.0176579903136983,24,15,0.813172798364531
Gm39121,1442209_at,0.00206370738882739,0.0176579903136983,24,14.5,0.353553390593279
Midn,1449188_at,0.00206370738882739,0.0176579903136983,24,8,151.639049225455
Rhox9,1449540_at,0.00206370738882739,0.0176579903136983,24,14,1.06066017177982
Ssr2,1449930_a_at,0.00206370738882739,0.0176579903136983,24,18.5,1024.43862691354
Gcgr,1450127_a_at,0.00206370738882739,0.0176579903136983,24,5,1651.341821444
Pcca,1451405_at,0.00206370738882739,0.0176579903136983,24,4,569.468446228588
Mmgt2,1451583_a_at,0.00206370738882739,0.0176579903136983,24,15,0.424264068711935
Il17re,1452109_at,0.00206370738882739,0.0176579903136983,24,16.5,0.141421356237309
Mbd1,1453678_at,0.00206370738882739,0.0176579903136983,24,13.5,74.1047906683501
Zfp787,1457592_x_at,0.00206370738882739,0.0176579903136983,24,13.5,2.47487373415292
A630081D01Rik,1457759_at,0.00206370738882739,0.0176579903136983,24,16.5,0.636396103067899
Kctd20,1416324_s_at,0.00215003109285423,0.0182925018522578,24,4,93.6209378290989
Pi16,1422026_at,0.00215003109285423,0.0182925018522578,24,15,0.91923881554252
Gja5,1422192_at,0.00215003109285423,0.0182925018522578,24,16.5,0.848528137423859
Gja10,1422328_at,0.00215003109285423,0.0182925018522578,24,16.5,0.49497474683058
Ttyh1,1422696_at,0.00215003109285423,0.0182925018522578,24,16.5,0.636396103067892
Slc34a1,1423279_at,0.00215003109285423,0.0182925018522578,24,16.5,0.689429111656885
Gprc5c,1424450_at,0.00215003109285423,0.0182925018522578,24,6,153.406816178421
Zfp418,1424974_at,0.00215003109285423,0.0182925018522578,24,17,6.92964645562816
Odf2,1426040_a_at,0.00215003109285423,0.0182925018522578,24,15,0.919238815542515
Zfx///Zfa-ps,1428047_s_at,0.00215003109285423,0.0182925018522578,24,20.5,13.5057395206631
Ccdc57,1429852_at,0.00215003109285423,0.0182925018522578,24,15,0.707106781186548
4933407O12Rik,1430363_at,0.00215003109285423,0.0182925018522578,24,15,0.49497474683058
Stpg1,1430682_at,0.00215003109285423,0.0182925018522578,24,15,1.4142135623731
Bend3,1434570_at,0.00215003109285423,0.0182925018522578,24,5,77.8878119476982
Tceanc,1435236_at,0.00215003109285423,0.0182925018522578,24,1,8.44992603517927
Sp3os,1439162_at,0.00215003109285423,0.0182925018522578,24,15,5.81595327525936
Foxp2,1441365_at,0.00215003109285423,0.0182925018522578,24,14.5,5.51543289325508
Esrrb,1441921_x_at,0.00215003109285423,0.0182925018522578,24,15,0.777817459305208
A330001L22Rik,1444734_at,0.00215003109285423,0.0182925018522578,24,15,0.848528137423854
Cma1,1449456_a_at,0.00215003109285423,0.0182925018522578,24,15,0.848528137423854
Gm3924,1459561_at,0.00215003109285423,0.0182925018522578,24,15,1.13137084989847
Aldh7a1,1415902_at,0.00223635479688107,0.0188104881936093,24,17,0.353553390593269
Pdzrn3,1416846_a_at,0.00223635479688107,0.0188104881936093,24,10.5,101.222335726854
Stam,1416861_at,0.00223635479688107,0.0188104881936093,24,3.5,115.859446097416
1700071K01Rik///Phb,1417053_at,0.00223635479688107,0.0188104881936093,24,19,1965.70381869001
Plin4,1418595_at,0.00223635479688107,0.0188104881936093,24,13.5,1.34350288425444
Rhod,1419061_at,0.00223635479688107,0.0188104881936093,24,1.5,279.908219332695
Hccs,1420890_at,0.00223635479688107,0.0188104881936093,24,15,429.638080248946
Plet1,1423933_a_at,0.00223635479688107,0.0188104881936093,24,22,125.900362390265
Rev3l,1424632_a_at,0.00223635479688107,0.0188104881936093,24,4.5,298.505127677901
Usp19,1424656_s_at,0.00223635479688107,0.0188104881936093,24,7.5,64.0992297145606
Kank2,1425991_a_at,0.00223635479688107,0.0188104881936093,24,1.5,135.923601013584
Tmem120b,1427324_at,0.00223635479688107,0.0188104881936093,24,15.5,2.40416305603427
Myo1g,1427892_at,0.00223635479688107,0.0188104881936093,24,15,0.530330085889906
Zfx,1428046_a_at,0.00223635479688107,0.0188104881936093,24,22,98.81817267082
Ski,1429192_at,0.00223635479688107,0.0188104881936093,24,1,33.2340187157678
1700042O10Rik,1430105_at,0.00223635479688107,0.0188104881936093,24,15,0.565685424949241
Fam45a,1431337_a_at,0.00223635479688107,0.0188104881936093,24,21.5,286.519667736789
2310022A10Rik,1431712_a_at,0.00223635479688107,0.0188104881936093,24,16.5,1.41421356237308
Rps2,1431766_x_at,0.00223635479688107,0.0188104881936093,24,21.5,2531.01801257913
Hmgcs2,1431833_a_at,0.00223635479688107,0.0188104881936093,24,6,4008.58834254654
Mus81,1431885_a_at,0.00223635479688107,0.0188104881936093,24,18.5,47.6589970519733
Nkx2-4,1432863_a_at,0.00223635479688107,0.0188104881936093,24,16.5,0.353553390593274
5033425B01Rik,1433131_at,0.00223635479688107,0.0188104881936093,24,15,0.707106781186548
9330159N22Rik,1433308_at,0.00223635479688107,0.0188104881936093,24,15,0.707106781186548
Tsr1,1433502_s_at,0.00223635479688107,0.0188104881936093,24,16.5,57.6999133448223
Lats1,1435739_at,0.00223635479688107,0.0188104881936093,24,5,579.102776122253
Ociad2,1435917_at,0.00223635479688107,0.0188104881936093,24,9,452.937248689043
Adcy3,1436928_s_at,0.00223635479688107,0.0188104881936093,24,15,12.9046987566544
Fn1,1437218_at,0.00223635479688107,0.0188104881936093,24,3.5,775.961304004588
Scyl2,1440269_at,0.00223635479688107,0.0188104881936093,24,16.5,0.565685424949236
Slc2a9,1440873_at,0.00223635479688107,0.0188104881936093,24,6,113.137084989848
Gabrb1,1443205_at,0.00223635479688107,0.0188104881936093,24,15,1.13137084989847
Ppp4r1l-ps,1443583_at,0.00223635479688107,0.0188104881936093,24,10,7.03571247280615
Mrpl2,1448811_at,0.00223635479688107,0.0188104881936093,24,11,1155.44783579788
Ivd,1449001_at,0.00223635479688107,0.0188104881936093,24,0,1142.36636034593
Lrba,1449099_at,0.00223635479688107,0.0188104881936093,24,4,357.742998271804
Slc39a4,1451139_at,0.00223635479688107,0.0188104881936093,24,1,919.291848551101
Dbr1,1451641_at,0.00223635479688107,0.0188104881936093,24,8,183.176011666375
Prps1l1,1453203_at,0.00223635479688107,0.0188104881936093,24,15,0.777817459305203
Krtap17-1,1453523_at,0.00223635479688107,0.0188104881936093,24,15,0.565685424949236
Zfp41,1454927_at,0.00223635479688107,0.0188104881936093,24,19,0.848528137423854
A730020M07Rik,1458484_at,0.00223635479688107,0.0188104881936093,24,17,0.42426406871193
Ubtf,1460304_a_at,0.00223635479688107,0.0188104881936093,24,1.5,71.4177848998413
Parp2,1417800_at,0.00232937734579955,0.0194947574082215,24,1,57.0458395722247
Tmem54,1417895_a_at,0.00232937734579955,0.0194947574082215,24,16.5,0.494974746830585
Exo1,1418026_at,0.00232937734579955,0.0194947574082215,24,15,0.777817459305203
Smarcd3,1418467_at,0.00232937734579955,0.0194947574082215,24,16.5,0.707106781186548
Ovol1,1419051_at,0.00232937734579955,0.0194947574082215,24,14.5,0.636396103067897
1810012K16Rik,1420215_x_at,0.00232937734579955,0.0194947574082215,24,16,1.13137084989848
Cemip,1421645_at,0.00232937734579955,0.0194947574082215,24,16.5,0.707106781186553
Lamc3,1425594_at,0.00232937734579955,0.0194947574082215,24,16,0.42426406871193
Npnt,1426561_a_at,0.00232937734579955,0.0194947574082215,24,15,0.919238815542505
3110054G05Rik,1432581_at,0.00232937734579955,0.0194947574082215,24,16.5,0.42426406871193
9030420N05Rik,1432670_at,0.00232937734579955,0.0194947574082215,24,15,1.69705627484772
Chfr,1433550_at,0.00232937734579955,0.0194947574082215,24,5.5,177.748967120768
Gm15866,1442392_at,0.00232937734579955,0.0194947574082215,24,15,0.848528137423864
Dock1,1443991_at,0.00232937734579955,0.0194947574082215,24,18,2.12132034355965
Fam135a,1445605_s_at,0.00232937734579955,0.0194947574082215,24,15,9.12167747730648
Saxo2,1447397_at,0.00232937734579955,0.0194947574082215,24,15,1.13137084989847
P2ry2,1450318_a_at,0.00232937734579955,0.0194947574082215,24,10.5,12.3743686707646
Gpr155,1452353_at,0.00232937734579955,0.0194947574082215,24,19,724.643029359974
Atp6v0a1,1459924_at,0.00232937734579955,0.0194947574082215,24,16.5,0.848528137423859
Gm8069///Tomm5,1415733_a_at,0.00242239989471803,0.0199840237153243,24,14.5,886.499771573575
Tyk2,1417306_at,0.00242239989471803,0.0199840237153243,24,4,97.5807358037436
Cyp46a1,1417709_at,0.00242239989471803,0.0199840237153243,24,14.5,0.636396103067897
Cd163,1419144_at,0.00242239989471803,0.0199840237153243,24,16.5,274.092266057435
Arg1,1419549_at,0.00242239989471803,0.0199840237153243,24,13,6094.55334704685
Ubd,1419762_at,0.00242239989471803,0.0199840237153243,24,14,1.34350288425444
Zbtb16,1419874_x_at,0.00242239989471803,0.0199840237153243,24,14,12.8693434175952
Nfatc3,1419976_s_at,0.00242239989471803,0.0199840237153243,24,4,245.295342393613
Csrp2,1420731_a_at,0.00242239989471803,0.0199840237153243,24,14.5,1012.89510871067
Cd180,1421547_at,0.00242239989471803,0.0199840237153243,24,15,0.989949493661161
Gsr,1421817_at,0.00242239989471803,0.0199840237153243,24,5,560.594256124695
Mapk9,1421877_at,0.00242239989471803,0.0199840237153243,24,4,180.029386490095
Fibp,1422516_a_at,0.00242239989471803,0.0199840237153243,24,11.5,64.912402512925
Tmem261,1423317_at,0.00242239989471803,0.0199840237153243,24,20.5,497.414265225677
Clp1,1423612_at,0.00242239989471803,0.0199840237153243,24,16.5,298.151574287308
Zfp503,1423835_at,0.00242239989471803,0.0199840237153243,24,2,38.9262283043194
Nr1i3,1425392_a_at,0.00242239989471803,0.0199840237153243,24,13,1308.18290053417
Col4a4,1425772_at,0.00242239989471803,0.0199840237153243,24,15.5,2.93449314192418
Oxtr,1426000_at,0.00242239989471803,0.0199840237153243,24,14.5,1.97989898732233
Prepl,1426345_at,0.00242239989471803,0.0199840237153243,24,22.5,152.522932701938
Dag1,1426778_at,0.00242239989471803,0.0199840237153243,24,1.5,527.501658765165
Adam1a///Mapkapk5,1427790_at,0.00242239989471803,0.0199840237153243,24,15,1.76776695296637
Tmbim4,1428050_a_at,0.00242239989471803,0.0199840237153243,24,19,1125.14831022403
C2cd2l,1428095_a_at,0.00242239989471803,0.0199840237153243,24,10,94.8937300352346
Unkl,1428565_at,0.00242239989471803,0.0199840237153243,24,0,421.329575570004
4930488N15Rik,1431557_at,0.00242239989471803,0.0199840237153243,24,14,1.27279220613579
Bola3,1433970_at,0.00242239989471803,0.0199840237153243,24,19.5,2240.39712551146
Npcd///Nptxr,1434270_at,0.00242239989471803,0.0199840237153243,24,15,1.13137084989848
Tmem170b,1434556_at,0.00242239989471803,0.0199840237153243,24,7,546.611219526731
Vprbp,1434609_at,0.00242239989471803,0.0199840237153243,24,7.5,374.731238689811
Cnot3,1435965_at,0.00242239989471803,0.0199840237153243,24,4.5,76.4382430462658
Atxn7,1436175_at,0.00242239989471803,0.0199840237153243,24,9.5,202.975001539598
Asb1,1436208_at,0.00242239989471803,0.0199840237153243,24,16,2.29809703885628
Lefty2,1436227_at,0.00242239989471803,0.0199840237153243,24,15,1.97989898732233
Ints2,1436247_at,0.00242239989471803,0.0199840237153243,24,18.5,236.315086272544
8030462N17Rik,1436446_at,0.00242239989471803,0.0199840237153243,24,7.5,179.286924369849
Fam71e1,1437710_x_at,0.00242239989471803,0.0199840237153243,24,15,0.282842712474618
2810410L24Rik,1438972_x_at,0.00242239989471803,0.0199840237153243,24,4,139.901076657758
Cpn1,1440576_at,0.00242239989471803,0.0199840237153243,24,23,693.212132936232
C79329,1441401_at,0.00242239989471803,0.0199840237153243,24,15,0.989949493661166
Ccdc28b,1442678_at,0.00242239989471803,0.0199840237153243,24,14,3.67695526217004
Pde12,1443869_at,0.00242239989471803,0.0199840237153243,24,18.5,203.240166582543
B230118H07Rik,1444245_at,0.00242239989471803,0.0199840237153243,24,17.5,0.848528137423854
1110032A03Rik,1445336_at,0.00242239989471803,0.0199840237153243,24,17,1.23743686707646
Pdcd6ip,1448155_at,0.00242239989471803,0.0199840237153243,24,3.5,657.892149215964
Ctla2a,1448471_a_at,0.00242239989471803,0.0199840237153243,24,14.5,155.757946225867
Kif3c,1448946_at,0.00242239989471803,0.0199840237153243,24,17,4.10121933088197
Mrm2,1448969_at,0.00242239989471803,0.0199840237153243,24,21,143.259833868395
Pdha2,1450962_at,0.00242239989471803,0.0199840237153243,24,15,0.777817459305203
2510039O18Rik,1451078_at,0.00242239989471803,0.0199840237153243,24,8,186.393347520774
Bmpr1a,1451729_at,0.00242239989471803,0.0199840237153243,24,15.5,1.5556349186104
Mapk1ip1,1452798_s_at,0.00242239989471803,0.0199840237153243,24,4.5,94.0098465587515
Anapc5,1453307_a_at,0.00242239989471803,0.0199840237153243,24,19.5,302.74776836502
6030451C04Rik,1453698_at,0.00242239989471803,0.0199840237153243,24,5,486.913729525057
Gm11149,1454140_at,0.00242239989471803,0.0199840237153243,24,15,0.636396103067892
Tmem55b,1454797_at,0.00242239989471803,0.0199840237153243,24,2.5,314.662517628014
Rnf112,1456108_x_at,0.00242239989471803,0.0199840237153243,24,15,1.66170093578838
A230107O07Rik,1457879_at,0.00242239989471803,0.0199840237153243,24,15,1.20208152801713
Lurap1l,1459552_at,0.00242239989471803,0.0199840237153243,24,15.5,27.32967709286
Iqgap2,1459894_at,0.00242239989471803,0.0199840237153243,24,23.5,2738.32404315349
Onecut2,1460044_at,0.00242239989471803,0.0199840237153243,24,9,701.131728885521
Nup210,1417585_at,0.00252259717540971,0.0206895172227956,24,4,153.265394822184
Crhr1,1418810_at,0.00252259717540971,0.0206895172227956,24,16.5,0.636396103067897
Ngf,1419675_at,0.00252259717540971,0.0206895172227956,24,17.5,6.18718433538229
Esx1,1420602_a_at,0.00252259717540971,0.0206895172227956,24,16.5,1.90918830920368
Atp6v0a4,1422030_at,0.00252259717540971,0.0206895172227956,24,15,0.49497474683058
Sstr2,1422256_at,0.00252259717540971,0.0206895172227956,24,16,1.69705627484772
Six3,1426638_at,0.00252259717540971,0.0206895172227956,24,16,1.27279220613578
Clstn3,1426989_at,0.00252259717540971,0.0206895172227956,24,17.5,7.88424061023007
Lama5,1427009_at,0.00252259717540971,0.0206895172227956,24,21.5,5.02045814642448
Safb2,1427987_at,0.00252259717540971,0.0206895172227956,24,8,82.3072293301142
Myt1l,1429738_at,0.00252259717540971,0.0206895172227956,24,14.5,0.565685424949236
4933424M12Rik,1430218_at,0.00252259717540971,0.0206895172227956,24,15,1.83847763108503
Slco6d1,1431449_at,0.00252259717540971,0.0206895172227956,24,15,1.76776695296637
Kif24,1431937_at,0.00252259717540971,0.0206895172227956,24,15.5,0.707106781186543
Ankrd13c,1433521_at,0.00252259717540971,0.0206895172227956,24,6,337.413678312691
Kdm2a,1435329_at,0.00252259717540971,0.0206895172227956,24,4.5,98.5353299583454
Zfp446,1439025_at,0.00252259717540971,0.0206895172227956,24,15.5,0.565685424949246
Nrcam,1443281_at,0.00252259717540971,0.0206895172227956,24,15,1.06066017177982
Gm30003,1446221_at,0.00252259717540971,0.0206895172227956,24,14,1.09601551083915
Rpp21,1449021_at,0.00252259717540971,0.0206895172227956,24,15,163.270955775973
LOC102642634///Gm21778///Gm21678///Gm21660///Gm21454///Gm21440///Gm21425///Gm21310///Gm20928///Gm20910///Gm20851///Gm20836///Gm20833///Gm20831///Gm20827///Gm20807///Gm20795///Gm20793///LOC665918///Gm20777///Gm20773///Gm20772///Gm20737///Ssty1,1449467_at,0.00252259717540971,0.0206895172227956,24,17,17.1826947828331
Jmy,1451878_a_at,0.00252259717540971,0.0206895172227956,24,17,0.565685424949241
Zdhhc2,1452656_at,0.00252259717540971,0.0206895172227956,24,15,1.83847763108502
Mast4,1454591_at,0.00252259717540971,0.0206895172227956,24,16.5,0.282842712474618
Nfkbie,1458299_s_at,0.00252259717540971,0.0206895172227956,24,3,39.1030049996161
AU015230,1458762_at,0.00252259717540971,0.0206895172227956,24,16,0.989949493661161
Actg1,1415779_s_at,0.00262279445610138,0.021183856154124,24,19,7813.67135346758
Smarcb1,1416045_a_at,0.00262279445610138,0.021183856154124,24,1.5,185.52714171382
Dhx15,1416145_at,0.00262279445610138,0.021183856154124,24,14,923.446100890571
Tox4,1416574_at,0.00262279445610138,0.021183856154124,24,2.5,227.08734277806
Rcor2,1417302_at,0.00262279445610138,0.021183856154124,24,16,1.06066017177982
Cox6a1,1417417_a_at,0.00262279445610138,0.021183856154124,24,3.5,7315.12571739203
Popdc2,1417806_at,0.00262279445610138,0.021183856154124,24,16.5,0.565685424949236
Cnn1,1417917_at,0.00262279445610138,0.021183856154124,24,14,1.20208152801713
Aldh1a7,1418601_at,0.00262279445610138,0.021183856154124,24,2.5,6827.18668303423
Alg9,1418844_at,0.00262279445610138,0.021183856154124,24,5,106.560991924813
Tcea1,1419258_at,0.00262279445610138,0.021183856154124,24,13.5,972.855187225981
Arl10,1421432_at,0.00262279445610138,0.021183856154124,24,16,0.848528137423854
